id_usuario,nome,senha,email,cpf,data_cadastro,data_nascimento,id_industria,id_telefone,numero,nome_pseudononimizado,email_pseudononimizado,numero_anonimizado,senha_anonimizado,cpf_anonimizado,data_nascimento_anonimizado,data_cadastro_anonimizado
462,Sr. Thiago Barbosa,)Z(oQwlOO5,esterl461pes@example.net,42813569089,2025-11-02,1924-11-16,42,462,+5506941393515,Xw3%Ymnflt%Gfwgtxf,**********es@example.net,**********3515,..........,428******89,1924-**-**,2025-**-**
463,Dr. João Gabriel Ribeiro,2*sQ4pGyEz,castr462luiza@example.c462m,50961743280,2025-11-02,1969-02-11,46,463,+5524918168521,Iw3%Otèt%Lfgwnjq%Wngjnwt,***********za@example.c462m,**********8521,..........,509******80,1969-**-**,2025-**-**
464,Luna Azevedo,k&440_bmVV,s463usapedr463-henrique@example.c463m,43916752006,2025-11-02,1946-09-04,18,464,+5544904399653,Qzsf%Fj{jit,*********************ue@example.c463m,**********9653,..........,439******06,1946-**-**,2025-**-**
465,Daniel Fogaça,2eGZnQeo*0,maria-cecilia86@example.net,89721046558,2025-11-02,1911-11-06,40,465,+5521924579262,Ifsnjq%Ktlfìf,*************86@example.net,**********9262,..........,897******58,1911-**-**,2025-**-**
466,Luiz Gustavo Macedo,#it7TgUcIm,cai465alves@example.465rg,54708312644,2025-11-02,2005-03-16,15,466,+55094912982954,Qzn%Lzxyf{t%Rfhjit,*********es@example.465rg,***********2954,..........,547******44,2005-**-**,2025-**-**
467,Davi Luiz Oliveira,H*4UaN6FXv,qvargas@example.466rg,20491783523,2025-11-02,1930-07-30,36,467,+5578952347700,If{n%Qzn%Tqn{jnwf,*****as@example.466rg,**********7700,..........,204******23,1930-**-**,2025-**-**
468,Eloá Barros,$7R7lfcK!7,teixeiramatte467@example.c467m,09817523497,2025-11-02,1950-09-19,12,468,+5512907697619,Jqtæ%Gfwwtx,**************67@example.c467m,**********7619,..........,098******97,1950-**-**,2025-**-**
469,Davi Luiz Barros,)Zv3YFjfO9,ceciliaalves@example.468rg,63428510771,2025-11-02,2009-02-14,17,469,+55010987241869,If{n%Qzn%Gfwwtx,**********es@example.468rg,***********1869,..........,634******71,2009-**-**,2025-**-**
470,Ana Carolina Lopes,luq0TrSzc^,castr469esther@example.c469m,13490276507,2025-11-02,1935-11-11,22,470,+55044935211007,Fsf%Hfwtqnsf%Qtujx,************er@example.c469m,***********1007,..........,134******07,1935-**-**,2025-**-**
471,Theo Sá,3!1MnOPt$X,ecavalcante@example.c470m,63249087122,2025-11-02,1949-04-19,15,471,+5564974735599,Ymjt%Xæ,*********te@example.c470m,**********5599,..........,632******22,1949-**-**,2025-**-**
472,Davi Lucas Porto,Hj9ITalmN#,camaramaria-luisa@example.471rg,97605413270,2025-11-02,1947-09-07,40,472,+5505965202855,If{n%Qzhfx%Utwyt,***************sa@example.471rg,**********2855,..........,976******70,1947-**-**,2025-**-**
473,Benicio Nunes,2hQqM$xl%2,xduarte@example.c472m,48605329700,2025-11-02,1990-10-30,16,473,+5581909848066,Gjsnhnt%Szsjx,*****te@example.c472m,**********8066,..........,486******00,1990-**-**,2025-**-**
474,Julia da Rocha,VI7j7BwO1$,fernandesdavi-luiz@example.c473m,35182460970,2025-11-02,1984-10-16,2,474,+5524911112863,Ozqnf%if%Wthmf,****************iz@example.c473m,**********2863,..........,351******70,1984-**-**,2025-**-**
475,Sr. Davi Luiz Farias,y$+1JAu!O_,piresmariah@example.net,19340852605,2025-11-02,2003-06-25,26,475,+5546930745114,Xw3%If{n%Qzn%Kfwnfx,*********ah@example.net,**********5114,..........,193******05,2003-**-**,2025-**-**
476,Dante Freitas,xQrvAfnY*8,samuel46@example.net,67238514044,2025-11-02,1965-06-21,28,476,+5548999623735,Ifsyj%Kwjnyfx,******46@example.net,**********3735,..........,672******44,1965-**-**,2025-**-**
477,Ana Sophia Brito,uKQk(&zF!7,biancan476vais@example.c476m,79026138431,2025-11-02,1929-12-23,16,477,+5518935530393,Fsf%Xtumnf%Gwnyt,************is@example.c476m,**********0393,..........,790******31,1929-**-**,2025-**-**
478,Sr. Bernardo Farias,8PSKiYs5+e,haparecida@example.477rg,47508623983,2025-11-02,1995-06-02,18,478,+55067994628790,Xw3%Gjwsfwit%Kfwnfx,********da@example.477rg,***********8790,..........,475******83,1995-**-**,2025-**-**
479,Enzo Ribeiro,OxHV@NIw+7,vargasalexia@example.net,59430218689,2025-11-02,1952-10-06,5,479,+5552973307059,Jst%Wngjnwt,**********ia@example.net,**********7059,..........,594******89,1952-**-**,2025-**-**
480,Luan Campos,$v8Srve8v&,znasciment479@example.net,63420751826,2025-11-02,1939-07-28,47,480,+5559981521839,Qzfs%Hfrutx,***********79@example.net,**********1839,..........,634******26,1939-**-**,2025-**-**
481,Milena da Rocha,#97wWOdaBC,stella29@example.c480m,53701629480,2025-11-02,1976-10-23,38,481,+5573909662598,Rnqjsf%if%Wthmf,******29@example.c480m,**********2598,..........,537******80,1976-**-**,2025-**-**
482,Srta. Eloá Mendes,3)13^Gi8Dt,m481ntenegr481ana-s481phia@example.481rg,70523894600,2025-11-02,1926-03-30,38,482,+5511930433854,Xwyf3%Jqtæ%Rjsijx,************************ia@example.481rg,**********3854,..........,705******00,1926-**-**,2025-**-**
483,Caroline Sales,#gQ&H*H430,rafaelri482s@example.482rg,29607514858,2025-11-02,1946-01-01,10,483,+55037920002451,Hfwtqnsj%Xfqjx,**********2s@example.482rg,***********2451,..........,296******58,1946-**-**,2025-**-**
484,Igor Vasconcelos,^95oZZrDNI,anna-liz87@example.net,16479025849,2025-11-02,1938-07-30,17,484,+5508984328200,Nltw%[fxhtshjqtx,********87@example.net,**********8200,..........,164******49,1938-**-**,2025-**-**
485,Oliver Viana,3B(K67Dr_m,luana28@example.net,16542908749,2025-11-02,1977-02-28,34,485,+5542999012325,Tqn{jw%[nfsf,*****28@example.net,**********2325,..........,165******49,1977-**-**,2025-**-**
486,Benicio Souza,3PTRKXno#0,camp485sheit485r@example.485rg,83092617487,2025-11-02,1937-03-11,9,486,+5588923451060,Gjsnhnt%Xtzf,**************5r@example.485rg,**********1060,..........,830******87,1937-**-**,2025-**-**
487,Sr. Rhavi Rezende,#9fP%*uC31,s486phieda-luz@example.c486m,91764850211,2025-11-02,1962-02-20,9,487,+55083928651804,Xw3%Wmf{n%Wjjsij,************uz@example.c486m,***********1804,..........,917******11,1962-**-**,2025-**-**
488,Ana Vitória Freitas,+33#JvvjV9,bf487nseca@example.net,91620574306,2025-11-02,2021-12-26,29,488,+5515974021909,Fsf%[nyøwnf%Kwjnyfx,********ca@example.net,**********1909,..........,916******06,2021-**-**,2025-**-**
489,Ana Sophia Fogaça,!2D#Bgn%As,the48849@example.488rg,96052173840,2025-11-02,1987-10-31,20,489,+55082910143828,Fsf%Xtumnf%Ktlfìf,******49@example.488rg,***********3828,..........,960******40,1987-**-**,2025-**-**
490,Pedro Lucas da Conceição,@@wQ5EeHjX,da-c489stathe489@example.c489m,26910438787,2025-11-02,1964-03-11,26,490,+5520951263006,Ujiwt%Qzhfx%if%Htshjnìèt,**************89@example.c489m,**********3006,..........,269******87,1964-**-**,2025-**-**
491,Sra. Ester Nascimento,B9H@4CYrR_,hsant490s@example.c490m,36219480589,2025-11-02,1991-10-07,8,491,+5526911894372,Xwf3%Jxyjw%Sfxhnrjsyt,*******0s@example.c490m,**********4372,..........,362******89,1991-**-**,2025-**-**
492,Vicente Mendonça,_#7P0cpxlc,r491driguesj491sue@example.491rg,78062435938,2025-11-02,1986-05-31,14,492,+5596997437406,[nhjsyj%Rjsitsìf,****************ue@example.491rg,**********7406,..........,780******38,1986-**-**,2025-**-**
493,Luísa Nascimento,jh6HmyX2W*,maria-fernandacaldeira@example.492rg,89530162740,2025-11-02,1988-04-10,44,493,+5550945467408,Qzòxf%Sfxhnrjsyt,********************ra@example.492rg,**********7408,..........,895******40,1988-**-**,2025-**-**
494,Theo Cassiano,(5E(Ef5qnf,an493gueira@example.493rg,76548309120,2025-11-02,1981-08-05,5,494,+55067988740710,Ymjt%Hfxxnfst,*********ra@example.493rg,***********0710,..........,765******20,1981-**-**,2025-**-**
495,Sophie Jesus,O+9v@ALu!i,hel494isa68@example.c494m,92345167882,2025-11-02,2010-08-17,15,495,+5548930244962,Xtumnj%Ojxzx,*********68@example.c494m,**********4962,..........,923******82,2010-**-**,2025-**-**
496,Lucas Gabriel Sampaio,EHN2n+f_9^,gabriela25@example.net,90867351268,2025-11-02,2013-06-29,21,496,+5599940914169,Qzhfx%Lfgwnjq%Xfrufnt,********25@example.net,**********4169,..........,908******68,2013-**-**,2025-**-**
497,Beatriz da Rocha,G(Jo77Ia!B,isism496ura@example.496rg,70894513648,2025-11-02,1949-06-12,7,497,+5523962412800,Gjfywn%if%Wthmf,*********ra@example.496rg,**********2800,..........,708******48,1949-**-**,2025-**-**
498,Luiz Fernando Sampaio,u^1ZAqy!Du,marcel497rezende@example.497rg,45762130916,2025-11-02,2022-08-31,3,498,+5535974109852,Qzn%Kjwsfsit%Xfrufnt,**************de@example.497rg,**********9852,..........,457******16,2022-**-**,2025-**-**
499,Eloah Brito,%(tEBXitJ3,498liverpast498r@example.c498m,59478206176,2025-11-02,1975-02-04,39,499,+5594997792912,Jqtfm%Gwnyt,**************8r@example.c498m,**********2912,..........,594******76,1975-**-**,2025-**-**
500,Lara Garcia,(Ul7VKPiQx,f499nsecaj499a499-pedr499@example.c499m,18594327609,2025-11-02,1918-07-02,49,500,+55027941888787,Qfwf%Lfwhnf,***********************99@example.c499m,***********8787,..........,185******09,1918-**-**,2025-**-**
